destination,duration,total_budget,travelers,region,season,purpose,accommodation_type,accommodation,transportation,food,activities,miscellaneous
LAX,9,3363,3,Europe,peak,business,apartment,966.88,913.93,602.4,670.93,208.85
MIA,13,7103,3,Middle East,peak,adventure,hotel,2749.63,1205.49,1205.2,1295.53,647.15
NYC,14,5067,3,Asia,shoulder,romantic,hostel,1870.44,1419.05,765.64,808.02,203.85
NYC,6,7013,5,Europe,shoulder,adventure,resort,1770.28,1979.28,1568.94,1127.23,567.26
BKK,9,4505,4,Asia,peak,business,apartment,1804.92,712.56,992.69,644.78,350.05
LAS,8,9614,4,Europe,off_peak,family,hostel,3348.5,2326.19,1941.62,1163.29,834.4
MIA,7,683,1,Asia,shoulder,adventure,hostel,229.63,179.63,128.76,106.91,38.07
DXB,13,8255,5,Europe,off_peak,business,hotel,2491.37,2380.46,1886.92,1033.01,463.23
NYC,14,3858,1,Oceania,peak,adventure,hostel,1813.77,708.56,742.94,426.36,166.38
LAX,1,7115,5,North America,peak,romantic,hostel,2768.79,1586.11,1386.3,821.65,552.15
PAR,14,7297,1,Oceania,shoulder,business,airbnb,3157.47,1468.86,1218.64,852.61,599.41
PAR,12,9228,2,Asia,off_peak,romantic,hotel,3049.72,2738.05,1818.86,1287.84,333.53
MIA,3,8178,3,Middle East,shoulder,leisure,hotel,2896.47,1548.51,1746.15,1473.09,513.78
LAS,11,6198,3,Oceania,peak,business,resort,2108.78,1608.71,1184.65,1044.49,251.37
LAS,14,1773,4,North America,off_peak,adventure,hostel,536.94,507.19,390.71,281.64,56.52
LON,2,7153,2,Asia,shoulder,leisure,resort,2279.82,2125.19,1158.44,1242.43,347.12
SYD,5,1596,3,Oceania,shoulder,romantic,apartment,474.28,391.89,340.32,278.02,111.49
NYC,5,9997,4,Europe,shoulder,romantic,hostel,3892.8,1686.49,1910.34,1427.84,1079.53
LAS,5,9607,2,Middle East,peak,adventure,apartment,3043.15,3242.04,1776.72,1079.1,465.99
LAX,4,8502,3,Asia,shoulder,leisure,airbnb,2253.11,2557.04,1608.49,1429.02,654.33
MIA,5,4747,1,Oceania,off_peak,family,hostel,1609.8,1254.83,935.29,733.44,213.63
DXB,3,9720,5,Asia,shoulder,adventure,resort,3248.72,2630.55,1504.65,1452.64,883.44
LON,12,5814,2,Europe,peak,romantic,resort,1998.67,1493.9,976.13,1029.15,316.15
TYO,1,3854,4,North America,shoulder,business,hostel,1425.12,1126.17,780.18,350.33,172.19
BKK,5,770,2,Oceania,peak,leisure,resort,278.93,197.53,153.19,99.91,40.43
DXB,13,1686,4,Asia,peak,family,hostel,474.37,555.84,392.56,185.14,78.09
TYO,9,6805,2,Asia,off_peak,business,hotel,2509.64,1991.85,1137.06,864.3,302.15
PAR,13,2898,4,Asia,off_peak,leisure,resort,768.26,873.16,579.02,453.93,223.63
BKK,9,7495,3,North America,shoulder,adventure,hostel,2186.13,2064.5,1686.24,1155.54,402.59
NYC,4,7799,1,Asia,peak,adventure,hostel,2770.2,2325.63,1147.3,891.27,664.6
LAX,3,4682,3,Middle East,peak,leisure,resort,1927.92,1083.37,822.77,563.03,284.91
BKK,1,2730,1,Middle East,off_peak,family,hotel,1131.16,465.93,497.05,494.92,140.94
SYD,2,7011,3,Asia,off_peak,leisure,resort,2532.88,1429.88,1446.45,1243.17,358.63
TYO,8,628,3,Middle East,shoulder,business,hostel,215.26,178.61,127.6,73.66,32.88
NYC,1,9961,2,Oceania,peak,business,hotel,3354.45,2297.67,2151.29,1296.21,861.38
SYD,8,4172,5,Middle East,off_peak,adventure,apartment,1336.06,1232.67,864.1,494.57,244.6
PAR,13,5265,4,Asia,shoulder,leisure,airbnb,2178.97,1027.34,834.11,1008.77,215.82
SYD,7,4470,4,Europe,peak,adventure,resort,1603.52,1246.89,734.78,677.1,207.7
LON,8,8045,4,Oceania,peak,family,hostel,3008.6,2247.15,1126.31,1129.23,533.72
LON,12,6052,1,North America,off_peak,business,hotel,1541.5,2131.88,1174.79,934.95,268.88
MIA,6,1127,4,Asia,shoulder,romantic,hotel,363.83,305.12,203.91,174.79,79.36
DXB,12,7089,4,North America,off_peak,romantic,apartment,2516.45,2005.86,1394.37,881.24,291.07
DXB,14,2544,2,Europe,shoulder,leisure,resort,999.2,790.49,363.44,304.25,86.61
NYC,9,2841,3,North America,peak,leisure,hotel,1065.04,636.86,541.98,393.45,203.68
PAR,3,6384,4,Asia,shoulder,romantic,apartment,2273.56,1285.91,1099.46,1047.35,677.72
LAS,10,8685,5,Asia,shoulder,leisure,hostel,3045.59,1852.41,2375.39,1082.37,329.24
LON,4,749,4,Europe,shoulder,business,apartment,273.71,186.5,123.53,112.62,52.64
NYC,13,3425,1,Asia,shoulder,family,resort,840.5,929.23,697.41,639.72,318.15
LAS,6,5543,1,Europe,shoulder,family,apartment,1951.73,1606.47,983.99,639.34,361.47
DXB,8,1474,1,Europe,off_peak,adventure,hotel,514.32,349.38,255.8,241.02,113.49
MIA,5,7692,4,Asia,shoulder,business,hotel,2996.45,1250.37,1735.99,1450.96,258.24
SYD,3,9675,2,Middle East,shoulder,leisure,airbnb,2954.57,3109.64,1877.6,1353.77,379.42
LON,6,9580,5,Europe,peak,leisure,apartment,3655.43,2394.1,1638.4,1474.19,417.87
NYC,4,3172,4,Asia,shoulder,adventure,hostel,1082.08,941.66,538.01,445.9,164.36
BKK,9,7779,2,Middle East,peak,adventure,resort,2254.71,2794.01,1323.14,902.58,504.56
LAS,13,8031,2,Europe,off_peak,leisure,airbnb,3037.72,1758.33,1346.7,1447.31,440.94
SYD,3,9162,4,Middle East,off_peak,leisure,apartment,2901.75,2240.29,1722.33,1526.34,771.29
LON,4,2487,4,Oceania,shoulder,business,hostel,1108.04,528.49,450.6,275.61,124.25
DXB,7,590,2,Oceania,off_peak,adventure,airbnb,176.17,151.49,113.79,109.24,39.32
PAR,7,9221,2,Middle East,shoulder,business,hotel,2774.26,2374.27,1764.75,1734.63,573.1
LAS,12,4559,2,Europe,off_peak,leisure,resort,1340.6,1055.19,827.37,861.62,474.22
DXB,12,3273,4,Asia,shoulder,romantic,apartment,974.09,1099.74,673.57,407.21,118.39
LON,4,8883,2,North America,shoulder,romantic,hostel,3493.39,1809.16,2044.67,1182.25,353.53
LAS,6,7909,1,Asia,peak,leisure,hotel,2671.58,2209.46,1525.88,1150.0,352.07
SYD,12,4940,4,North America,peak,adventure,airbnb,1405.45,1017.13,1040.76,1045.78,430.88
LON,13,7847,1,North America,peak,romantic,resort,2994.27,1480.06,1573.16,1341.65,457.86
TYO,3,1508,3,Europe,peak,adventure,airbnb,462.73,404.75,283.7,274.51,82.3
NYC,6,4283,4,Middle East,shoulder,romantic,airbnb,1360.16,1165.57,827.58,744.62,185.08
SYD,12,7146,3,Asia,off_peak,adventure,hostel,2831.02,2071.59,1065.23,754.34,423.83
LAS,2,4798,2,Middle East,shoulder,romantic,hotel,1965.82,941.74,758.47,750.97,381.0
PAR,8,5168,2,Oceania,peak,adventure,apartment,1512.26,1507.61,1239.99,575.34,332.8
DXB,2,4787,5,Europe,peak,business,hostel,1490.3,1090.96,906.5,800.55,498.68
BKK,11,2552,2,Europe,off_peak,adventure,resort,1026.39,546.35,432.58,436.31,110.37
DXB,7,6509,3,Oceania,peak,business,airbnb,2081.87,1647.2,1570.96,707.03,501.94
LAS,9,2216,2,Asia,shoulder,business,resort,570.3,622.56,462.79,408.72,151.63
DXB,1,810,4,Oceania,shoulder,leisure,hostel,281.21,174.2,139.08,134.64,80.88
NYC,8,5038,2,Asia,shoulder,business,hostel,1729.47,1459.34,881.25,709.59,258.34
LON,7,1760,5,North America,shoulder,family,apartment,505.4,433.91,420.96,259.34,140.39
BKK,6,4432,2,Europe,shoulder,business,airbnb,1732.21,925.12,990.68,577.34,206.66
LAX,6,1084,3,Asia,off_peak,adventure,hostel,338.49,218.37,257.14,216.96,53.04
LAS,6,8116,3,Middle East,shoulder,business,resort,2405.83,1916.69,1944.0,1232.89,616.59
MIA,9,9051,2,Middle East,peak,adventure,apartment,3255.86,1891.31,2040.47,1059.5,803.86
LAX,2,3366,3,Europe,peak,adventure,resort,1035.23,613.38,801.82,606.42,309.15
DXB,1,6398,3,Oceania,peak,family,airbnb,2100.29,2215.24,1067.21,678.93,336.34
LAS,13,2511,5,Oceania,peak,business,apartment,981.58,682.24,464.15,301.15,81.86
TYO,12,6751,4,Asia,off_peak,business,apartment,2062.76,1572.26,1420.88,1069.36,625.74
MIA,6,5439,5,Oceania,peak,romantic,apartment,1601.47,1288.32,1175.0,990.66,383.54
BKK,10,4506,1,Europe,off_peak,romantic,hotel,1852.1,1163.51,659.25,476.84,354.3
PAR,11,2125,5,Asia,peak,leisure,apartment,868.35,399.1,344.31,348.69,164.55
TYO,8,1390,2,North America,off_peak,adventure,resort,409.33,361.56,266.79,285.33,66.99
LAX,3,6578,4,Oceania,off_peak,family,resort,2635.28,1685.05,1004.23,1007.87,245.58
LON,12,7536,2,Oceania,off_peak,romantic,airbnb,2875.14,1981.24,1137.39,907.16,635.07
NYC,10,9423,1,Asia,peak,business,hostel,2887.24,2364.03,1714.43,1818.06,639.23
PAR,1,4461,4,Middle East,off_peak,leisure,hostel,1956.42,837.87,774.22,632.93,259.56
TYO,9,3004,3,Oceania,shoulder,family,hotel,1113.3,757.91,538.52,475.19,119.08
LON,13,9306,5,Europe,shoulder,business,apartment,2429.1,2967.28,1908.47,1524.87,476.27
LON,13,4306,2,Oceania,peak,business,hotel,1515.55,777.76,1101.18,743.99,167.51
LAS,1,6600,1,North America,shoulder,adventure,airbnb,2686.42,1561.38,1480.88,662.03,209.29
TYO,3,2219,3,Oceania,shoulder,adventure,airbnb,666.16,450.54,530.75,400.11,171.43
BKK,8,7186,5,Middle East,shoulder,romantic,hostel,2743.92,1281.63,1545.18,1227.12,388.15
DXB,14,2087,3,Oceania,peak,romantic,airbnb,579.2,636.14,395.7,386.65,89.31
MIA,3,7500,5,Asia,peak,business,apartment,2850.1,2003.69,1274.39,1085.67,286.15
MIA,13,1396,4,Oceania,shoulder,business,resort,452.56,420.41,233.6,232.9,56.53
LAX,4,6058,3,Middle East,peak,romantic,airbnb,2016.84,1746.15,956.1,996.19,342.72
LAX,8,8969,3,Asia,off_peak,romantic,hotel,2895.5,3042.79,1415.62,949.9,665.18
MIA,1,5147,3,Europe,shoulder,business,apartment,1845.19,1353.68,711.96,879.1,357.07
BKK,13,2932,4,Asia,peak,family,airbnb,1153.8,566.17,575.54,487.92,148.57
NYC,13,4404,1,North America,peak,business,airbnb,1745.82,800.05,715.56,756.83,385.74
SYD,6,7337,5,Asia,shoulder,family,apartment,2309.94,1333.71,1699.55,1451.74,542.05
DXB,1,1949,3,Europe,peak,family,airbnb,669.23,537.28,293.52,350.41,98.55
NYC,14,5000,4,Oceania,shoulder,business,resort,1729.36,1122.02,906.09,783.89,458.65
LAS,1,5954,1,Asia,peak,leisure,hostel,2113.87,1709.71,845.75,1002.33,282.35
SYD,14,9924,5,Asia,off_peak,romantic,apartment,2899.52,1818.3,2295.55,2103.62,807.0
SYD,8,4617,4,Asia,shoulder,adventure,hotel,1623.49,1023.37,1087.42,571.66,311.06
TYO,11,9369,5,Asia,off_peak,business,airbnb,3187.2,2856.92,1601.43,998.14,725.31
BKK,4,2528,3,Europe,shoulder,family,hostel,891.13,719.32,383.12,313.88,220.55
BKK,12,7345,1,Middle East,peak,business,hotel,2120.0,2140.18,1307.78,1129.35,647.69
SYD,1,4258,4,Middle East,off_peak,romantic,hotel,1331.59,1191.35,737.69,765.66,231.72
TYO,10,6404,1,Asia,peak,family,resort,1826.09,1503.11,1463.21,1205.71,405.88
DXB,7,5124,3,Europe,shoulder,adventure,hostel,1612.74,1394.51,1011.44,724.73,380.58
SYD,5,9348,1,Europe,shoulder,adventure,apartment,3758.08,1553.21,1586.11,2037.42,413.18
PAR,5,665,1,Asia,shoulder,adventure,hostel,198.45,201.97,101.66,110.58,52.34
LAX,1,5091,2,North America,shoulder,leisure,hostel,2124.48,980.08,862.26,903.85,220.33
LAX,14,1089,1,Asia,shoulder,family,hotel,356.41,288.9,175.63,192.13,75.92
NYC,10,5024,5,North America,off_peak,family,resort,1606.52,1097.0,1047.03,770.95,502.51
LAS,11,3321,4,Asia,shoulder,leisure,resort,952.88,783.26,858.06,553.92,172.88
LAX,6,7009,2,North America,peak,family,hostel,2725.39,1227.83,1484.97,1065.53,505.28
LON,14,8193,4,North America,off_peak,leisure,hostel,2935.84,1830.86,1686.21,1337.7,402.39
NYC,9,9954,4,Asia,peak,business,airbnb,2931.23,2910.65,1798.1,1657.97,656.05
LAX,9,571,3,North America,shoulder,romantic,hotel,227.85,96.52,109.87,92.82,43.94
LAS,8,4080,3,Oceania,peak,adventure,apartment,1369.43,1067.78,785.14,673.11,184.55
BKK,5,8462,2,Middle East,off_peak,leisure,apartment,3479.55,1473.74,1821.28,1166.28,521.15
BKK,1,768,3,Europe,off_peak,leisure,resort,265.01,133.84,162.39,164.71,42.05
DXB,9,2962,3,North America,off_peak,leisure,hotel,1184.43,773.93,544.23,324.89,134.51
SYD,1,9960,3,North America,peak,business,resort,4127.45,2090.32,1670.1,1352.18,719.95
PAR,8,1515,4,Europe,off_peak,leisure,apartment,595.41,346.67,304.52,221.73,46.68
BKK,5,9775,2,North America,peak,romantic,hostel,3048.04,2477.03,1917.01,1620.49,712.43
TYO,3,8484,4,Europe,shoulder,romantic,hotel,2838.27,1869.45,1825.63,1610.76,339.89
LAX,11,906,5,Asia,shoulder,adventure,hotel,368.35,216.68,151.34,141.87,27.76
TYO,7,7884,4,Oceania,peak,business,airbnb,2655.69,1892.51,1272.4,1406.7,656.7
LAS,7,6549,5,Oceania,off_peak,romantic,hostel,2039.52,1619.46,1163.48,1343.9,382.63
BKK,9,6669,1,Middle East,peak,family,hostel,2274.36,1445.78,1218.44,1176.21,554.21
PAR,7,8482,1,North America,peak,family,resort,3079.79,2452.31,1752.33,895.99,301.57
LAS,13,1485,5,Middle East,peak,family,hotel,472.58,433.82,349.03,148.93,80.65
LON,11,4985,5,Asia,shoulder,leisure,resort,1409.06,1496.47,1121.47,576.72,381.28
LON,14,9401,4,Oceania,peak,leisure,hostel,3845.34,1798.83,1876.04,1572.03,308.76
TYO,3,3118,5,Asia,shoulder,family,airbnb,1066.88,583.52,658.31,594.16,215.15
SYD,11,6789,2,Asia,peak,adventure,hotel,2112.49,1280.75,1729.36,1090.74,575.66
NYC,13,7428,1,North America,shoulder,adventure,hostel,1973.07,2131.11,1647.48,1318.44,357.9
SYD,14,5868,1,Asia,peak,leisure,airbnb,2220.95,1196.11,1315.06,651.22,484.66
DXB,13,5121,5,Oceania,peak,family,apartment,1553.73,1476.33,1029.36,632.87,428.71
SYD,1,8066,3,Middle East,off_peak,adventure,hostel,2229.2,2496.2,1648.06,1447.04,245.5
DXB,8,5170,3,Oceania,off_peak,leisure,apartment,1611.03,1576.39,1280.26,543.75,158.57
DXB,12,8158,5,North America,peak,family,resort,2426.79,2582.33,1826.37,1079.7,242.81
PAR,3,1503,2,Oceania,peak,business,apartment,539.67,295.43,335.76,216.26,115.88
BKK,12,8004,3,Europe,peak,family,hostel,3096.8,1893.99,1352.22,1303.31,357.68
PAR,8,2966,5,Middle East,peak,family,apartment,1310.69,502.74,714.7,334.04,103.83
DXB,8,2439,2,Europe,off_peak,romantic,hotel,733.46,775.88,564.55,273.26,91.85
LAS,13,2135,2,Europe,shoulder,romantic,hostel,689.31,467.48,485.84,310.48,181.88
LON,5,8595,4,North America,peak,business,airbnb,3242.39,2154.84,1892.76,969.81,335.21
DXB,13,6765,2,Asia,off_peak,business,apartment,2669.06,1327.15,1002.44,1275.37,490.98
PAR,12,2395,3,Europe,peak,family,hotel,774.96,674.73,419.12,446.63,79.56
LAS,13,7024,3,Oceania,peak,adventure,resort,2308.03,1864.16,1201.72,1071.03,579.06
PAR,1,1573,5,Asia,shoulder,business,resort,586.57,311.63,303.27,281.17,90.36
SYD,13,5684,5,Oceania,peak,family,apartment,2209.0,1390.0,927.05,605.28,552.67
LAX,10,2902,2,Oceania,peak,leisure,resort,1064.71,488.08,673.81,435.22,240.19
TYO,7,5395,1,Asia,shoulder,romantic,airbnb,1453.81,1749.65,1103.77,917.78,169.99
NYC,12,7831,4,Asia,shoulder,adventure,hostel,2554.96,1660.72,1999.17,967.38,648.77
PAR,10,9843,1,Oceania,shoulder,family,hotel,2838.1,2080.54,2018.22,1969.82,936.32
NYC,5,2456,2,North America,shoulder,leisure,apartment,919.53,695.84,330.12,381.96,128.55
MIA,8,7523,2,Middle East,off_peak,romantic,resort,3207.15,1272.15,1760.37,878.86,404.47
PAR,9,4407,1,Middle East,off_peak,leisure,hostel,1264.96,864.24,962.3,899.29,416.21
LAX,11,1307,4,North America,off_peak,family,airbnb,435.73,264.52,277.12,276.24,53.39
NYC,14,8878,1,Asia,peak,business,resort,3652.19,1708.66,2006.67,1147.64,362.83
DXB,7,5327,5,Oceania,shoulder,romantic,resort,1774.2,1237.83,1093.61,1012.96,208.4
PAR,14,5024,3,Middle East,shoulder,leisure,hotel,1430.01,1008.68,1274.44,875.0,435.87
BKK,13,9999,5,Oceania,off_peak,business,airbnb,3642.68,2165.38,1728.72,1673.16,789.07
TYO,7,2784,3,North America,peak,adventure,airbnb,1056.12,802.84,473.38,350.13,101.53
LAX,1,5813,2,Oceania,peak,family,apartment,1648.8,1832.79,897.46,1076.65,357.29
NYC,4,1257,4,North America,peak,family,hotel,454.33,246.16,287.72,194.32,74.47
LAX,2,5387,1,Asia,off_peak,romantic,apartment,1856.41,1000.81,1237.59,804.65,487.54
LAS,2,4354,4,North America,peak,leisure,hotel,1660.74,910.6,912.67,529.59,340.4
TYO,2,4058,1,North America,peak,adventure,airbnb,1253.14,892.4,863.59,877.41,171.46
DXB,4,1461,5,Middle East,peak,romantic,hotel,463.96,357.68,243.45,284.26,111.64
PAR,14,4347,5,Oceania,shoulder,romantic,hotel,1844.23,669.74,759.49,742.28,331.26
PAR,1,7226,1,Middle East,off_peak,leisure,hotel,2200.24,1983.07,1690.09,761.42,591.18
PAR,4,4075,4,Europe,shoulder,adventure,hostel,1217.65,1376.33,826.12,418.85,236.06
TYO,2,9567,1,North America,shoulder,leisure,hostel,3691.25,2465.55,1499.34,1311.8,599.05
BKK,5,2918,2,Europe,off_peak,family,airbnb,896.21,653.73,722.04,493.64,152.39
MIA,3,4698,5,Middle East,shoulder,business,hotel,1859.08,1138.79,831.79,533.86,334.48
LON,12,1501,2,Oceania,peak,family,airbnb,526.74,390.22,236.44,219.26,128.34
SYD,8,5744,5,Middle East,peak,family,hostel,2034.05,1218.98,1441.4,746.59,302.99
NYC,4,7619,5,Oceania,peak,romantic,hotel,2387.12,1798.99,1688.16,940.39,804.34
BKK,1,4566,3,Oceania,peak,family,apartment,1556.59,1180.98,825.78,736.88,265.77
DXB,1,3345,2,Asia,off_peak,adventure,hostel,1152.4,900.35,622.19,427.24,242.82
NYC,12,9349,2,North America,shoulder,family,hostel,3535.08,1745.99,1637.89,1974.56,455.49
PAR,10,5816,3,Middle East,shoulder,adventure,hostel,2374.07,1145.37,1109.39,950.9,236.27
LAX,3,922,4,Oceania,peak,leisure,hotel,338.14,245.0,173.82,133.22,31.82
DXB,9,7215,2,Middle East,peak,romantic,resort,2572.95,1276.7,1379.5,1450.05,535.8
NYC,7,4766,1,Middle East,shoulder,adventure,apartment,1766.76,1173.78,751.07,706.99,367.4
PAR,2,8049,3,Oceania,off_peak,family,apartment,2319.93,2618.2,1717.21,839.04,554.62
NYC,13,6816,2,Europe,shoulder,romantic,airbnb,2159.41,1373.12,1490.14,1246.24,547.08
LAX,9,3210,4,North America,peak,romantic,hotel,1154.7,913.49,664.32,306.92,170.57
PAR,10,9144,2,North America,peak,adventure,hostel,2436.44,2448.47,2362.07,1168.35,728.67
MIA,2,8569,5,Asia,off_peak,adventure,resort,3512.95,1688.17,1611.97,1355.59,400.32
BKK,3,2157,1,Asia,shoulder,business,hotel,795.21,535.0,437.52,245.82,143.46
LAS,11,3041,3,Asia,off_peak,business,hotel,763.41,958.49,541.43,545.28,232.39
SYD,13,7263,5,North America,off_peak,romantic,resort,3046.63,1608.63,1305.4,1062.86,239.48
TYO,10,3575,4,Europe,peak,business,hostel,1382.31,724.7,793.07,561.35,113.57
SYD,14,3664,5,North America,shoulder,family,hotel,1427.83,763.06,651.7,469.63,351.78
DXB,2,2553,5,North America,peak,leisure,apartment,877.06,711.42,446.29,381.64,136.59
SYD,3,8979,4,North America,shoulder,romantic,apartment,3079.96,1954.39,1871.15,1627.11,446.4
PAR,6,6237,5,North America,peak,leisure,resort,2890.37,1141.06,1291.73,707.79,206.05
MIA,9,3717,3,Europe,peak,business,hostel,1303.87,936.42,658.38,559.67,258.65
LAS,9,1947,2,Asia,shoulder,adventure,resort,655.18,551.61,326.48,268.11,145.63
BKK,7,6509,5,Middle East,shoulder,romantic,hotel,1750.56,2109.71,1086.45,1222.65,339.63
BKK,12,1107,3,Asia,peak,business,apartment,383.5,200.4,290.15,142.83,90.12
LAX,3,5052,2,Asia,shoulder,family,airbnb,1889.93,1028.95,1240.18,530.95,361.98
TYO,4,2264,2,Middle East,peak,romantic,resort,799.76,460.32,384.62,401.63,217.66
NYC,6,9917,5,North America,shoulder,romantic,airbnb,3073.65,2137.29,2814.61,1149.07,742.38
MIA,11,9927,3,Europe,peak,adventure,airbnb,3410.38,1956.42,2088.41,1877.85,593.93
NYC,5,9721,5,Europe,peak,romantic,apartment,3655.87,2552.67,1803.73,959.77,748.96
LAS,2,3171,4,Asia,peak,adventure,resort,986.54,595.92,748.58,542.27,297.69
SYD,13,7019,2,Middle East,off_peak,business,airbnb,1881.89,1981.31,1316.71,1237.86,601.23
BKK,6,4462,5,Oceania,shoulder,family,hotel,1711.84,1310.48,580.5,670.38,188.8
LAS,3,3677,2,North America,peak,family,hostel,1273.22,1127.06,501.26,510.25,265.21
SYD,14,4222,3,Asia,off_peak,romantic,hostel,1516.48,983.63,786.98,551.73,383.18
BKK,8,5406,1,Europe,peak,romantic,apartment,1925.25,855.64,1354.45,908.24,362.42
SYD,2,7763,5,Middle East,off_peak,business,resort,2316.44,2142.06,1417.93,1294.96,591.61
TYO,1,5554,5,Middle East,peak,adventure,resort,1440.7,1780.31,1065.96,747.28,519.75
MIA,9,1308,2,Asia,peak,family,hostel,415.35,361.96,265.11,143.33,122.25
DXB,14,9670,3,Oceania,off_peak,adventure,hotel,3168.61,2116.81,2237.05,1413.85,733.68
LAS,12,1225,4,Europe,off_peak,business,hostel,522.49,245.64,208.06,133.16,115.65
LAS,3,8201,3,Asia,shoulder,family,hostel,2680.66,1955.01,1650.32,1205.61,709.4
LON,11,1716,5,Oceania,shoulder,family,resort,697.28,341.49,301.75,280.16,95.32
PAR,1,4551,4,Middle East,off_peak,leisure,airbnb,1756.52,1011.61,745.76,795.74,241.37
TYO,7,2697,3,North America,shoulder,business,hotel,827.75,518.44,697.21,489.83,163.76
TYO,13,3306,1,Europe,off_peak,business,resort,1233.59,770.45,539.87,517.88,244.22
NYC,10,9470,2,Europe,shoulder,leisure,hostel,3551.77,1613.69,1600.2,1815.03,889.31
SYD,5,1472,3,Oceania,peak,adventure,airbnb,491.23,404.82,282.71,241.62,51.62
PAR,5,6134,3,Asia,shoulder,leisure,hotel,1976.48,1465.23,1084.74,1041.12,566.43
MIA,14,7983,1,Middle East,peak,business,apartment,2420.17,2462.47,1467.96,1108.21,524.18
MIA,1,2623,5,Oceania,peak,adventure,hotel,792.67,591.69,535.97,506.92,195.75
TYO,9,9290,2,North America,shoulder,family,hotel,3058.01,1468.95,2396.84,1441.95,924.24
MIA,7,724,3,North America,off_peak,leisure,hostel,245.06,184.61,150.63,89.96,53.75
LON,8,9532,4,North America,peak,adventure,hostel,3181.11,2546.76,2091.0,1060.1,653.02
LAS,9,2314,3,Oceania,peak,adventure,apartment,728.61,476.81,608.41,299.63,200.53
LAX,6,1606,2,Middle East,shoulder,adventure,apartment,536.47,384.68,297.36,227.85,159.64
DXB,12,624,3,Europe,off_peak,leisure,apartment,208.47,187.6,85.46,98.91,43.56
NYC,5,3746,1,Asia,off_peak,family,resort,1084.45,1061.68,795.47,523.73,280.66
SYD,6,3431,3,Europe,shoulder,adventure,resort,1163.86,745.57,675.31,650.8,195.47
DXB,11,3471,3,Middle East,off_peak,leisure,hostel,1111.78,913.26,757.35,583.1,105.5
SYD,2,2517,4,Europe,shoulder,business,hostel,913.72,566.2,477.3,368.25,191.52
BKK,4,7915,1,Oceania,shoulder,leisure,apartment,3053.7,2048.57,1514.07,1007.79,290.88
DXB,3,2915,1,North America,shoulder,leisure,resort,1169.91,641.93,547.25,463.78,92.14
LAX,13,3596,3,Middle East,peak,leisure,airbnb,1343.44,987.32,725.78,326.12,213.34
TYO,7,2109,4,Middle East,peak,adventure,resort,589.2,587.67,501.09,253.4,177.63
LON,9,1217,3,Europe,peak,leisure,hostel,396.83,364.61,237.41,155.99,62.16
LAS,5,4061,3,Oceania,shoulder,business,resort,1709.76,957.69,758.65,413.96,220.95
LAS,6,9708,2,Europe,peak,adventure,hostel,3777.18,2718.23,1547.94,1271.03,393.62
LON,10,7282,2,Europe,peak,business,apartment,2678.66,1638.29,1369.8,1041.35,553.9
PAR,14,1548,4,Middle East,peak,romantic,apartment,625.98,222.7,352.27,266.2,80.84
BKK,12,8807,5,Europe,shoulder,leisure,apartment,3220.45,2293.83,1769.2,941.79,581.73
SYD,12,8405,2,North America,shoulder,adventure,airbnb,2038.75,2553.74,1958.21,1327.92,526.39
LAX,2,6078,5,Europe,shoulder,adventure,airbnb,2320.61,1264.25,1248.78,1009.52,234.84
MIA,3,2120,1,North America,peak,leisure,hostel,586.35,618.44,407.43,398.45,109.33
DXB,3,7048,2,Middle East,off_peak,family,hotel,1840.07,1993.04,1554.88,1105.94,554.07
BKK,12,7881,2,Oceania,peak,family,airbnb,2854.98,2322.02,1242.54,1101.27,360.2
DXB,12,5280,4,North America,peak,business,hostel,1613.35,1176.65,1011.13,1179.61,299.27
LAX,9,4292,5,Oceania,shoulder,leisure,resort,1260.82,1349.29,816.92,605.09,259.88
NYC,7,3441,2,Oceania,shoulder,leisure,apartment,1198.73,774.37,642.45,676.84,148.6
NYC,8,6195,2,North America,peak,romantic,apartment,1840.19,1699.59,1185.37,913.97,555.88
BKK,11,6901,4,Middle East,peak,family,apartment,2549.81,1823.95,1027.04,1172.1,328.09
TYO,10,9669,4,Asia,off_peak,family,hostel,2922.56,2573.33,2291.48,1115.49,766.13
LAX,11,6697,5,Oceania,off_peak,leisure,apartment,2709.06,1300.23,1409.18,899.5,379.03
LAX,9,5950,1,Oceania,shoulder,business,airbnb,1738.84,1561.16,1056.95,1039.85,553.2
LON,6,9475,1,Middle East,off_peak,leisure,resort,4157.66,1737.45,1440.56,1368.52,770.82
TYO,4,8932,3,Middle East,off_peak,business,apartment,3458.14,2380.65,1615.04,796.71,681.46
SYD,12,6374,2,Europe,shoulder,family,hostel,2073.99,1170.74,1707.82,1138.07,283.37
SYD,1,2053,5,Middle East,off_peak,romantic,resort,724.81,370.06,473.45,283.99,200.69
MIA,8,1512,2,Oceania,peak,adventure,apartment,521.8,403.94,253.72,206.99,125.56
LAS,7,8878,5,North America,off_peak,family,hotel,3409.04,1703.99,1719.59,1559.72,485.66
NYC,2,2381,5,Asia,shoulder,business,apartment,750.23,640.77,569.44,273.09,147.47
SYD,8,7299,5,Europe,peak,leisure,airbnb,2495.8,2286.83,1282.24,781.33,452.79
TYO,12,5086,2,North America,off_peak,family,resort,1579.22,992.09,1074.79,985.06,454.85
LAX,5,9122,4,Asia,peak,romantic,airbnb,2649.92,2804.57,1600.24,1193.98,873.29
